cve_id,asset,cvss_score,epss_score,in_kev,risk_description
CVE-2025-47975,Windows 10 Pro,7.0,0.00221,False,CVE CVE-2025-47975 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-47991,Windows Server 2022,7.8,0.00221,False,CVE CVE-2025-47991 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-47991,Windows 10 Pro,7.8,0.00221,False,CVE CVE-2025-47991 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-49685,Windows Server 2022,7.0,0.00221,False,CVE CVE-2025-49685 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-49685,Windows 10 Pro,7.0,0.00221,False,CVE CVE-2025-49685 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-49727,Windows Server 2022,7.0,0.00221,False,CVE CVE-2025-49727 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-49727,Windows 10 Pro,7.0,0.00221,False,CVE CVE-2025-49727 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-6192,Google Chrome,8.8,0.00221,False,CVE CVE-2025-6192 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-20214,Cisco IOS XE,4.3,0.0022,False,CVE CVE-2025-20214 affects Cisco IOS XE. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-8882,Google Chrome,8.8,0.0022,False,CVE CVE-2025-8882 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-24695,Zoom,6.8,0.00219,False,CVE CVE-2024-24695 affects Zoom. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-24696,Zoom,6.8,0.00219,False,CVE CVE-2024-24696 affects Zoom. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-2137,Google Chrome,8.8,0.00219,False,CVE CVE-2025-2137 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-10231,Google Chrome,8.8,0.00218,False,CVE CVE-2024-10231 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-4060,Google Chrome,6.5,0.00218,False,CVE CVE-2024-4060 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-45425,Zoom,4.9,0.00218,False,CVE CVE-2024-45425 affects Zoom. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-45426,Zoom,4.9,0.00218,False,CVE CVE-2024-45426 affects Zoom. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-9123,Google Chrome,8.8,0.00217,False,CVE CVE-2024-9123 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21287,Windows Server 2022,7.8,0.00217,False,CVE CVE-2025-21287 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21287,Windows 10 Pro,7.8,0.00217,False,CVE CVE-2025-21287 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-24699,Zoom,6.5,0.00216,False,CVE CVE-2024-24699 affects Zoom. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-9478,Google Chrome,8.8,0.00216,False,CVE CVE-2025-9478 affects Google Chrome. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43570,Windows Server 2022,6.4,0.00215,False,CVE CVE-2024-43570 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43570,Windows 10 Pro,6.4,0.00215,False,CVE CVE-2024-43570 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43585,Windows Server 2022,5.5,0.00215,False,CVE CVE-2024-43585 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43585,Windows 10 Pro,5.5,0.00215,False,CVE CVE-2024-43585 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43626,Windows Server 2022,7.8,0.00215,False,CVE CVE-2024-43626 affects Windows Server 2022. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43626,Windows 10 Pro,7.8,0.00215,False,CVE CVE-2024-43626 affects Windows 10 Pro. EPSS score 0.0022 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27471,Windows Server 2022,5.9,0.00214,False,CVE CVE-2025-27471 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27471,Windows 10 Pro,5.9,0.00214,False,CVE CVE-2025-27471 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-54918,Windows Server 2022,8.8,0.00214,False,CVE CVE-2025-54918 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-54918,Windows 10 Pro,8.8,0.00214,False,CVE CVE-2025-54918 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-5281,Google Chrome,5.4,0.00213,False,CVE CVE-2025-5281 affects Google Chrome. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-7532,Google Chrome,8.8,0.00212,False,CVE CVE-2024-7532 affects Google Chrome. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21268,Windows Server 2022,4.3,0.00212,False,CVE CVE-2025-21268 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21268,Windows 10 Pro,4.3,0.00212,False,CVE CVE-2025-21268 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24995,Windows Server 2022,7.8,0.00212,False,CVE CVE-2025-24995 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24995,Windows 10 Pro,7.8,0.00212,False,CVE CVE-2025-24995 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-26525,Moodle,8.6,0.00212,False,CVE CVE-2025-26525 affects Moodle. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21214,Windows Server 2022,4.2,0.0021,False,CVE CVE-2025-21214 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21214,Windows 10 Pro,4.2,0.0021,False,CVE CVE-2025-21214 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21249,Windows Server 2022,6.6,0.0021,False,CVE CVE-2025-21249 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21249,Windows 10 Pro,6.6,0.0021,False,CVE CVE-2025-21249 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21255,Windows Server 2022,6.6,0.0021,False,CVE CVE-2025-21255 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21255,Windows 10 Pro,6.6,0.0021,False,CVE CVE-2025-21255 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21258,Windows Server 2022,6.6,0.0021,False,CVE CVE-2025-21258 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21258,Windows 10 Pro,6.6,0.0021,False,CVE CVE-2025-21258 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21260,Windows Server 2022,6.6,0.0021,False,CVE CVE-2025-21260 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21260,Windows 10 Pro,6.6,0.0021,False,CVE CVE-2025-21260 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-3636,Moodle,4.3,0.0021,False,CVE CVE-2025-3636 affects Moodle. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24079,Microsoft 365 Apps for Business,7.8,0.00209,False,CVE CVE-2025-24079 affects Microsoft 365 Apps for Business. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24080,Microsoft 365 Apps for Business,7.8,0.00209,False,CVE CVE-2025-24080 affects Microsoft 365 Apps for Business. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24081,Microsoft 365 Apps for Business,7.8,0.00209,False,CVE CVE-2025-24081 affects Microsoft 365 Apps for Business. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24082,Microsoft 365 Apps for Business,7.8,0.00209,False,CVE CVE-2025-24082 affects Microsoft 365 Apps for Business. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24083,Microsoft 365 Apps for Business,7.8,0.00209,False,CVE CVE-2025-24083 affects Microsoft 365 Apps for Business. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2026-20868,Windows Server 2022,8.8,0.00209,False,CVE CVE-2026-20868 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2026-20868,Windows 10 Pro,8.8,0.00209,False,CVE CVE-2026-20868 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43511,Windows Server 2022,7.0,0.00208,False,CVE CVE-2024-43511 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43511,Windows 10 Pro,7.0,0.00208,False,CVE CVE-2024-43511 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21263,Windows Server 2022,6.6,0.00208,False,CVE CVE-2025-21263 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21263,Windows 10 Pro,6.6,0.00208,False,CVE CVE-2025-21263 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21265,Windows Server 2022,6.6,0.00208,False,CVE CVE-2025-21265 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21265,Windows 10 Pro,6.6,0.00208,False,CVE CVE-2025-21265 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21327,Windows Server 2022,6.6,0.00208,False,CVE CVE-2025-21327 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21327,Windows 10 Pro,6.6,0.00208,False,CVE CVE-2025-21327 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21341,Windows Server 2022,6.6,0.00208,False,CVE CVE-2025-21341 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21341,Windows 10 Pro,6.6,0.00208,False,CVE CVE-2025-21341 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27736,Windows Server 2022,5.5,0.00208,False,CVE CVE-2025-27736 affects Windows Server 2022. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27736,Windows 10 Pro,5.5,0.00208,False,CVE CVE-2025-27736 affects Windows 10 Pro. EPSS score 0.0021 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-8904,Google Chrome,8.8,0.00204,False,CVE CVE-2024-8904 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-8905,Google Chrome,8.8,0.00204,False,CVE CVE-2024-8905 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24055,Windows Server 2022,4.3,0.00204,False,CVE CVE-2025-24055 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24055,Windows 10 Pro,4.3,0.00204,False,CVE CVE-2025-24055 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38048,Windows Server 2022,6.5,0.00203,False,CVE CVE-2024-38048 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38048,Windows 10 Pro,6.5,0.00203,False,CVE CVE-2024-38048 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-45420,Zoom,4.3,0.00203,False,CVE CVE-2024-45420 affects Zoom. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-7022,Google Chrome,4.3,0.00202,False,CVE CVE-2024-7022 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43555,Windows Server 2022,6.5,0.00201,False,CVE CVE-2024-43555 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43555,Windows 10 Pro,6.5,0.00201,False,CVE CVE-2024-43555 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49072,Windows Server 2022,7.8,0.00201,False,CVE CVE-2024-49072 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49072,Windows 10 Pro,7.8,0.00201,False,CVE CVE-2024-49072 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-0807,Google Chrome,8.8,0.002,False,CVE CVE-2024-0807 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38273,Moodle,5.4,0.00199,False,CVE CVE-2024-38273 affects Moodle. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27732,Windows Server 2022,7.0,0.00199,False,CVE CVE-2025-27732 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27732,Windows 10 Pro,7.0,0.00199,False,CVE CVE-2025-27732 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29842,Windows Server 2022,7.5,0.00199,False,CVE CVE-2025-29842 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29842,Windows 10 Pro,7.5,0.00199,False,CVE CVE-2025-29842 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-53805,Windows Server 2022,7.5,0.00199,False,CVE CVE-2025-53805 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-54915,Windows Server 2022,6.7,0.00199,False,CVE CVE-2025-54915 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-54915,Windows 10 Pro,6.7,0.00199,False,CVE CVE-2025-54915 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-2883,Google Chrome,8.8,0.00198,False,CVE CVE-2024-2883 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21312,Windows Server 2022,2.4,0.00198,False,CVE CVE-2025-21312 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21312,Windows 10 Pro,2.4,0.00198,False,CVE CVE-2025-21312 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-3637,Moodle,3.1,0.00198,False,CVE CVE-2025-3637 affects Moodle. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-45422,Zoom,6.5,0.00197,False,CVE CVE-2024-45422 affects Zoom. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-29808,Windows Server 2022,5.5,0.00197,False,CVE CVE-2025-29808 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-3839,Google Chrome,6.5,0.00196,False,CVE CVE-2024-3839 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49088,Windows Server 2022,7.8,0.00196,False,CVE CVE-2024-49088 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49088,Windows 10 Pro,7.8,0.00196,False,CVE CVE-2024-49088 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49090,Windows Server 2022,7.8,0.00196,False,CVE CVE-2024-49090 affects Windows Server 2022. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49090,Windows 10 Pro,7.8,0.00196,False,CVE CVE-2024-49090 affects Windows 10 Pro. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-1923,Google Chrome,4.3,0.00196,False,CVE CVE-2025-1923 affects Google Chrome. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24075,Microsoft 365 Apps for Business,7.8,0.00196,False,CVE CVE-2025-24075 affects Microsoft 365 Apps for Business. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24077,Microsoft 365 Apps for Business,7.8,0.00196,False,CVE CVE-2025-24077 affects Microsoft 365 Apps for Business. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-24078,Microsoft 365 Apps for Business,7.0,0.00196,False,CVE CVE-2025-24078 affects Microsoft 365 Apps for Business. EPSS score 0.0020 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-4096,Google Chrome,8.8,0.00195,False,CVE CVE-2025-4096 affects Google Chrome. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2026-26046,Moodle,7.2,0.00195,False,CVE CVE-2026-26046 affects Moodle. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38136,Windows Server 2022,7.0,0.00194,False,CVE CVE-2024-38136 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38136,Windows 10 Pro,7.0,0.00194,False,CVE CVE-2024-38136 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38137,Windows Server 2022,7.0,0.00194,False,CVE CVE-2024-38137 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38137,Windows 10 Pro,7.0,0.00194,False,CVE CVE-2024-38137 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49110,Windows Server 2022,6.8,0.00194,False,CVE CVE-2024-49110 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-49110,Windows 10 Pro,6.8,0.00194,False,CVE CVE-2024-49110 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-27158,Adobe Acrobat Reader DC,7.8,0.00194,False,CVE CVE-2025-27158 affects Adobe Acrobat Reader DC. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-4052,Google Chrome,9.8,0.00194,False,CVE CVE-2025-4052 affects Google Chrome. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-37979,Windows Server 2022,6.7,0.00193,False,CVE CVE-2024-37979 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-37982,Windows Server 2022,6.7,0.00193,False,CVE CVE-2024-37982 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-37982,Windows 10 Pro,6.7,0.00193,False,CVE CVE-2024-37982 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-48899,Moodle,4.3,0.00193,False,CVE CVE-2024-48899 affects Moodle. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-22252,VMware vSphere,9.3,0.00192,False,CVE CVE-2024-22252 affects VMware vSphere. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-26687,Windows Server 2022,7.5,0.00192,False,CVE CVE-2025-26687 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-26687,Windows 10 Pro,7.5,0.00192,False,CVE CVE-2025-26687 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2026-40364,Microsoft 365 Apps for Business,8.4,0.00192,False,CVE CVE-2026-40364 affects Microsoft 365 Apps for Business. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38254,Windows Server 2022,5.5,0.0019,False,CVE CVE-2024-38254 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38254,Windows 10 Pro,5.5,0.0019,False,CVE CVE-2024-38254 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-38256,Windows 10 Pro,5.5,0.0019,False,CVE CVE-2024-38256 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43547,Windows Server 2022,6.5,0.0019,False,CVE CVE-2024-43547 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2024-43547,Windows 10 Pro,6.5,0.0019,False,CVE CVE-2024-43547 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21212,Windows Server 2022,6.5,0.0019,False,CVE CVE-2025-21212 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21212,Windows 10 Pro,6.5,0.0019,False,CVE CVE-2025-21212 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21215,Windows Server 2022,4.6,0.0019,False,CVE CVE-2025-21215 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21215,Windows 10 Pro,4.6,0.0019,False,CVE CVE-2025-21215 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21216,Windows Server 2022,6.5,0.0019,False,CVE CVE-2025-21216 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21216,Windows 10 Pro,6.5,0.0019,False,CVE CVE-2025-21216 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21226,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21226 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21226,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21226 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21227,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21227 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21227,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21227 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21228,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21228 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21228,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21228 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21229,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21229 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21229,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21229 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21232,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21232 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21232,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21232 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21254,Windows Server 2022,6.5,0.0019,False,CVE CVE-2025-21254 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21254,Windows 10 Pro,6.5,0.0019,False,CVE CVE-2025-21254 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21256,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21256 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21256,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21256 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21310,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21310 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21310,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21310 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21324,Windows Server 2022,6.6,0.0019,False,CVE CVE-2025-21324 affects Windows Server 2022. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-21324,Windows 10 Pro,6.6,0.0019,False,CVE CVE-2025-21324 affects Windows 10 Pro. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
CVE-2025-9132,Google Chrome,8.8,0.0019,False,CVE CVE-2025-9132 affects Google Chrome. EPSS score 0.0019 indicates low exploitation probability. Not confirmed exploited in the wild.
